,idx,airspeed,wing_angle,roll_eff,pitch_eff,yaw_eff
0,0,0.0,0.7573197252703842,-0.0007044209436277326,0.0021657415946709445,-0.0005452280155391064
1,0,0.0,0.7573197252703842,-0.0006823037230881109,0.0018219880661312267,-0.0006818818460957288
2,0,0.0,0.7573197252703842,-0.0007506843646103746,0.001341413699365605,-0.0004258034554864393
3,0,0.0,0.7573894810939313,-0.0007132746807789003,0.0009322361466123361,-0.0003234954130987107
4,0,0.0,0.7573197252703842,-0.0007397305228252387,0.0012681274084042637,-0.0004447381792812385
5,0,0.0,0.7573546031821577,-0.0005359126451022731,0.0014388443011477358,-0.00041970126352307464
6,0,0.0,0.7573197252703842,-0.00010767430013727522,0.0009219065996313065,-0.0005199570167623014
7,0,0.0,0.7573197252703842,-0.002105212923044167,0.002191654235038418,-0.0005864326053976912
8,1,0.0,0.7573546031821579,-0.003549950249769629,0.0008405790274745666,0.00039238522010783797
9,1,0.0,0.7573197252703842,-0.003541447466197196,0.0011137431479940202,0.00037129744767963824
10,1,0.0,0.7573894810939316,-0.00296012656762838,0.000707210030258214,0.0005472722602938108
11,1,0.0,0.7573197252703842,-0.003854381235662445,0.001315297545726703,0.00042508237301128464
12,1,0.0,0.7573546031821579,-0.005540923747891155,0.0012094436754503785,0.0007601854398516859
13,2,0.0,0.7573546031821579,0.0005465638638162654,-0.0015731878889251995,-0.00035182550509326853
14,2,0.0,0.7573197252703842,9.993843598500955e-06,-0.0014671520120179734,-0.00036719528862046017
15,2,0.0,0.7573546031821579,0.0005654648261287786,-0.0017476041842662878,-0.0002820581057173884
16,2,0.0,0.7573197252703842,0.00033776193115017797,-0.0010033149196011482,-0.00027935270936921074
17,2,0.0,0.7573894810939316,0.00040594386673603215,-0.0032795510985951497,0.0001342781962825163
18,3,0.0,0.7573894810939316,0.0025190275697471944,-0.001043286434512871,0.0006192034876741432
19,3,0.0,0.7573894810939313,0.0032485069816971623,-0.0007801997275696265,0.0005233780304110699
20,3,0.0,0.7573894810939316,0.0037364445712856544,-0.001099780402643501,0.0005140622898280616
21,3,0.0,0.7573197252703842,0.0033072132829942685,-0.0011897633494748004,0.00048499854536438613
