,idx,airspeed,wing_angle,cmd_af,roll_eff,pitch_eff,yaw_eff
0,1,-1.6724267777424995,0.0,"[ 5.34823476e+003  6.13097132e+003  3.24466429e+003  5.45479273e+003
  4.29986032e+001  4.24085830e+003 -1.37645911e-105 -1.37645911e-105
  0.00000000e+000]",-0.013026599387532445,2.8843335775036215e-05,9.001785616139023e-05
1,1,8.652367400004467,0.0,"[ 5.10488609e+003  3.14919500e+003  4.89519162e+003  4.28769730e+003
 -3.18244225e+002  5.05640624e+003  6.91691904e-323  6.91691904e-323
  9.59999997e+003]",-0.0066653245131834135,0.00017102495178117003,-0.00017154890914443757
2,1,13.484465383649114,0.0,"[ 4.71642136e+003  2.89892386e+003  4.70216146e+003  4.45374380e+003
 -3.22226357e+002  6.92872259e+003  6.91691904e-323  6.91691904e-323
  8.98120769e+003]",-0.007743202220309552,0.00017182674938021232,-0.00010614852076714287
3,1,17.31039876257943,0.0,"[ 3.79878827e+003  2.82533679e+003  3.80806729e+003  4.40581254e+003
 -4.80034523e+001  6.96716848e+003  6.91691904e-323  6.91691904e-323
  7.94590137e+003]",-0.009378298744813558,0.00016556817313129993,0.00013939720655541197
4,1,18.508212775579874,0.0,"[ 4.09909015e+003  2.91870322e+003  4.12355413e+003  4.38453352e+003
 -1.28318023e+002  6.80711774e+003  6.91691904e-323  6.91691904e-323
  7.39879869e+003]",-0.011231283385225197,7.769650465563427e-05,0.0001569241653971219
5,1,17.566690180675845,0.0,"[ 3.52794147e+003  2.57074993e+003  3.60614253e+003  3.78786357e+003
 -1.02104317e+002  5.55266019e+003  6.91691904e-323  6.91691904e-323
  7.23691754e+003]",-0.009658897759126678,-0.00028377010185578165,-7.235923756323355e-06
6,1,15.788362217759977,0.0,"[ 4.50432293e+003  2.89176284e+003  4.42837042e+003  4.11362003e+003
 -2.02716690e+002  5.96661659e+003  6.91691904e-323  6.91691904e-323
  6.44260444e+003]",-0.008043623518965967,-0.00017076326614404343,0.00024442682942218627
7,1,14.507114827700551,0.0,"[ 4.65106981e+003  2.97582349e+003  4.72025501e+003  4.04182049e+003
 -2.26269984e+002  5.48930774e+003  6.91691904e-323  6.91691904e-323
  6.22838077e+003]",-0.008109216585507374,-7.670095573828839e-05,0.0003063519665808916
8,1,13.42638628537714,0.0,"[ 4.85763319e+003  3.13285299e+003  5.04537605e+003  3.96557276e+003
 -2.44104089e+002  4.41297402e+003  6.91691904e-323  6.91691904e-323
  6.13111811e+003]",-0.007861897575252552,4.0286490851071974e-05,0.00017493703564229923
9,1,12.17598394752845,0.0,"[ 4.66349346e+003  3.57166371e+003  5.03693066e+003  4.28980806e+003
 -1.46938609e+002  3.69017094e+003  6.91691904e-323  6.91691904e-323
  5.90150646e+003]",-0.009075095590963703,0.0003175717012412958,3.1824022807011446e-05
10,1,10.78790558616423,0.0,"[ 3.99162715e+003  3.97142803e+003  5.30881207e+003  4.58793175e+003
 -5.01619001e+001  3.66663930e+003  6.91691904e-323  6.91691904e-323
  5.33030920e+003]",-0.008374787513077705,0.00033357616353150835,-2.396406785216867e-05
11,1,9.274345785694456,0.0,"[ 3.87394897e+003  4.03633950e+003  5.61444680e+003  4.51645676e+003
 -4.76025689e+001  3.66664120e+003  6.91691904e-323  6.91691904e-323
  4.40229687e+003]",-0.007209654034576427,0.00021056492988498753,-9.741889405405518e-05
12,3,11.716793603709137,0.0,"[ 5.40242231e+003  3.05336350e+003  5.28866142e+003  4.32660568e+003
 -4.76301900e+002  6.38955588e+003  6.91691904e-323  6.91691904e-323
  9.51803965e+003]",0.011452245316469089,2.650166910474728e-05,0.0006289473099709492
13,3,14.762282470046378,0.0,"[ 4.22860850e+003  2.89062747e+003  4.22046275e+003  4.37958990e+003
 -1.67706990e+002  7.06392525e+003  6.91691904e-323  6.91691904e-323
  8.43599186e+003]",0.012130014369016279,0.00011258793186109957,0.0006854251328099428
14,3,17.219967128795677,0.0,"[3.20005496e+003 2.67727378e+003 3.19912789e+003 4.14711945e+003
 4.04183491e+001 6.95701530e+003 6.91691904e-323 6.91691904e-323
 7.69325554e+003]",0.012754052833391651,5.632474881445108e-05,0.0007231022623135966
15,3,17.76089384988851,0.0,"[ 3.93437974e+003  2.92206537e+003  3.93646178e+003  4.22550839e+003
 -9.98185380e+001  6.79393153e+003  6.91691904e-323  6.91691904e-323
  7.17012488e+003]",0.012466875474017024,-3.250712597373342e-05,0.0006674852835740462
16,3,17.302898522340396,0.0,"[ 4.41968044e+003  3.10435822e+003  4.42549293e+003  4.38436426e+003
 -1.87878683e+002  6.74091212e+003  6.91691904e-323  6.91691904e-323
  7.06296831e+003]",0.009696925558752954,-0.0001854510554452366,0.000644142249644219
