,idx,airspeed,wing_angle,cmd_af,roll_eff,pitch_eff,yaw_eff
15,4,18.926479632491116,1.2735273445197335e-06,"[ 5.52615905e+003  3.54998012e+003  5.53617703e+003  5.04453776e+003
 -2.22981211e+002  4.85400383e+003  2.07507571e-322  2.07507571e-322
  8.13023647e+003]",2.974202662314503e-05,-8.52570474994377e-06,6.093925001102098e-05
16,4,18.688685748740284,1.7773269549475587e-06,"[ 5.75210959e+003  3.69805031e+003  5.76151253e+003  5.13308394e+003
 -2.36471549e+002  4.91134564e+003  2.07507571e-322  2.07507571e-322
  7.29743336e+003]",4.053217158569498e-05,-1.0644916742243477e-05,5.873350247624855e-05
17,4,18.396225540375728,2.1726339998963895e-06,"[ 5.97302154e+003  4.05603710e+003  5.97523398e+003  5.42937368e+003
 -2.12890542e+002  4.88212277e+003  2.07507571e-322  2.07507571e-322
  6.94458045e+003]",1.5695135514874243e-05,-9.480982681000224e-06,6.195710292645247e-05
18,4,18.043842850260386,1.673022754411707e-06,"[ 5.98233399e+003  4.27415008e+003  5.99327912e+003  5.59102988e+003
 -1.92909027e+002  4.81109719e+003  2.07507571e-322  2.07507571e-322
  6.62814924e+003]",5.667018334282416e-05,-9.131710692715526e-06,6.129947995681351e-05
19,4,6.284138868372924,1.3201670462085111e-06,"[6.21392049e+003 4.24873519e+003 6.04961648e+003 5.26973154e+003
 6.68812218e+002 8.19984683e+002 2.07507571e-322 2.07507571e-322
 9.60000222e+003]",8.25663905925605e-06,1.5794593348407102e-07,3.5917032616039334e-05
20,4,8.149395637620055,2.1706724548877626e-06,"[6.36572414e+003 3.80253136e+003 6.13108767e+003 4.86962409e+003
 6.81394649e+001 2.22123778e+003 2.07507571e-322 2.07507571e-322
 9.53235873e+003]",-4.474653195160638e-05,-2.0393798876300548e-06,5.1271084203801664e-05
21,4,10.544041692384681,2.2142410443634734e-06,"[ 5.93746712e+003  3.50005808e+003  5.83083664e+003  4.71260480e+003
 -2.86797903e+002  3.47869134e+003  2.07507571e-322  2.07507571e-322
  8.69642049e+003]",-2.7109437669058385e-05,9.126287976944881e-06,5.4026312229701994e-05
22,4,13.543468226537163,1.8477969693694805e-06,"[ 5.34600657e+003  3.32221788e+003  5.28649996e+003  4.75002588e+003
 -1.87702522e+002  4.39710950e+003  2.07507571e-322  2.07507571e-322
  7.35538657e+003]",4.21383231593149e-05,8.080885986245634e-06,5.507912967722827e-05
23,4,15.772680010466406,2.3224915804986616e-06,"[ 5.49328382e+003  3.46730716e+003  5.53546169e+003  4.82435310e+003
 -1.86448011e+002  4.45290160e+003  2.07507571e-322  2.07507571e-322
  6.62433349e+003]",7.353729336342798e-05,1.067594290086186e-06,4.3454291087123726e-05
24,4,16.479373134457514,1.8518545201332942e-06,"[ 5.87779565e+003  3.66985386e+003  5.91617888e+003  4.90942401e+003
 -2.26950207e+002  4.01357886e+003  2.07507571e-322  2.07507571e-322
  6.40069185e+003]",7.479127251247376e-05,-6.147700320572497e-06,2.7607874985909026e-05
25,4,16.149170782197125,2.283973969420165e-06,"[ 5.69516797e+003  3.64952720e+003  5.78892535e+003  4.78883038e+003
 -1.76565589e+002  3.30191880e+003  2.07507571e-322  2.07507571e-322
  5.98076757e+003]",5.418944322851821e-05,-6.828425658793515e-06,2.8398489360118547e-05
26,4,15.290939570833993,3.1921470181303177e-06,"[5.79071541e+003 3.51048160e+003 5.75288809e+003 4.64909075e+003
 3.23715946e+002 3.39226595e+003 2.07507571e-322 2.07507571e-322
 5.87550126e+003]",5.0750064626941474e-05,4.224991670058213e-06,3.110113192810408e-05
27,4,14.855506621199222,2.702028249383814e-06,"[5.75805354e+003 3.46714943e+003 5.72584103e+003 4.65814819e+003
 3.70174863e+002 3.86235452e+003 2.07507571e-322 2.07507571e-322
 5.95505364e+003]",4.70768574097138e-05,-2.214054989612549e-05,5.5447859786463955e-05
28,4,14.83050566862987,2.529601396519524e-06,"[ 5.53004505e+003  3.50681211e+003  5.63577350e+003  4.55334702e+003
 -2.07847676e+002  3.30845307e+003  2.07507571e-322  2.07507571e-322
  5.78062429e+003]",1.8589798074784377e-05,-1.3211374412217024e-05,5.801796074307565e-05
29,4,10.438424277007194,2.2645647044626424e-06,"[6.46944461e+003 3.68865289e+003 6.33111463e+003 4.98447841e+003
 6.84059160e+001 3.65835602e+003 2.07507571e-322 2.07507571e-322
 9.60000000e+003]",3.0338011868295602e-05,9.332996623183998e-07,5.910738825562283e-05
30,4,13.223132696331282,2.425384328396406e-06,"[ 6.34432674e+003  3.67063324e+003  6.31108078e+003  5.17409351e+003
 -2.33482232e+002  4.60726657e+003  2.07507571e-322  2.07507571e-322
  9.54945247e+003]",4.173377377394619e-05,-1.2790011779284126e-05,6.404947640624033e-05
31,4,16.134853676366067,2.411563556117683e-06,"[ 6.18039644e+003  3.51090927e+003  6.17976003e+003  5.16132537e+003
 -3.81289172e+002  4.99680490e+003  2.07507571e-322  2.07507571e-322
  8.85980066e+003]",6.0555370440364925e-05,-1.3356029348338698e-05,6.218011182075387e-05
32,4,17.99621069056031,2.5981332347791448e-06,"[5.49520665e+003 3.27652877e+003 5.49886353e+003 4.94201752e+003
 2.86234349e+002 4.97298513e+003 2.07507571e-322 2.07507571e-322
 8.24294758e+003]",6.768039527335008e-05,-1.3165990763953172e-05,5.856606973573379e-05
33,4,18.295218257479686,2.848003340129319e-06,"[6.11167389e+003 3.44718615e+003 6.11530077e+003 5.02781217e+003
 3.62620365e+002 5.02773889e+003 2.07507571e-322 2.07507571e-322
 7.45856790e+003]",4.7571342584572577e-05,-6.069464777738931e-06,5.951928980194382e-05
34,4,18.04401922332212,2.3331111033111295e-06,"[6.35611075e+003 3.94756578e+003 6.37184719e+003 5.40009348e+003
 8.94423059e+001 4.77774987e+003 2.07507571e-322 2.07507571e-322
 7.01060589e+003]",4.270377793451836e-05,-6.048722953684062e-06,5.674957912650591e-05
35,4,17.148930000332463,1.4452452225385303e-06,"[6.22001124e+003 4.33804350e+003 6.28235150e+003 5.52865503e+003
 1.31738536e+002 4.18548780e+003 2.07507571e-322 2.07507571e-322
 6.28347930e+003]",4.596264500652046e-05,-3.2226100580971294e-06,4.356208787615515e-05
36,4,15.328324328607858,1.5814935060813134e-06,"[5.95484184e+003 3.97462211e+003 6.05233893e+003 4.98825388e+003
 1.45441747e+002 3.08655427e+003 2.07507571e-322 2.07507571e-322
 5.76002421e+003]",2.1789287084957824e-05,-1.3297447806064777e-05,3.741723433303252e-05
37,4,13.595606288509133,2.8724741431209905e-06,"[ 5.93665739e+003  4.26465361e+003  6.00645870e+003  5.07066769e+003
 -1.36103307e+002  2.22449123e+003  2.07507571e-322  2.07507571e-322
  5.45313090e+003]",-1.405233276129741e-05,-1.1619352201283583e-05,2.8484848533996143e-05
